name;address;visit_duration;long;lat;category_id;shortdescription;longdescription;contact;opening;tarif;illustration
Atelier de poterie par lAtelier en pente;"{""postalCode"": '69520', ""streetAddress"": '2 montée des fruitiers', ""addressLocality"": 'Grigny'}";90;4,777373;45,612955;4;Envie de laisser parler votre créativité, de mettre les mains à la pâte et de repartir avec votre création?;Quelque soit la terre utilisée, sa texture ou sa couleur, laissez parler votre imagination. Différentes techniques vous sont expliquées : le modelage, lestampage puis lengobage ou lémaillage. Il vous est possible de réaliser de la vaisselle, de la décoration ou de petites sculptures.  À vous de voir ce que vous ferez sortir de ce bloc de terre…;[{'Téléphone': '06 82 82 08 64'}, {'Mél': 'contact@latelierenpente.fr'}, {'Site web (URL)': 'https://latelierenpente.fr/'}, {'Page facebook': 'https://www.facebook.com/LAtelier-en-pente-383153891852698'}];Cours hebdomadaire. Cours mensuel, de septembre à juin.  Stages sur plusieurs jours tout au long de l'année.;A partir de 38€.;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/88/20/9311320.jpg', 'taille': 387550, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/88/20/9311320-fiche.jpg'}]
Bar Le Mélèze;"{""postalCode"": '69002', ""streetAddress"": '23 cours Charlemagne', ""addressLocality"": 'Lyon 2ème'}";30;4,823754;45,746002;5;Le bar vaste et lumineux, ouvert sur une grande terrasse fleurie et son ”jardinet aromatique”, vous propose sa carte de cocktails et boissons traditionnelles.;Vous pourrez, midi et soir, “grignoter” des sélections de salades, friture, bagels…..sans oublier des desserts !     Détente ou travail sous l’olivier, le cadre est idéal !;[{'Téléphone': '04 72 77 70 00'}, {'Site web (URL)': 'https://www.happyculture.com/fr/hotel-charlemagne.html'}];Ouvert toute l'année.;;[{'url': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/125/10255700.jpg', 'taille': 183654, 'hauteur': 1200, 'largeur': 1200, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/125/10255700-fiche.jpg'}]
Théâtre de Vénissieux;"{""name"": 'Maison du Peuple', ""postalCode"": '69200', ""streetAddress"": '8 bd Laurent Gérin', ""addressLocality"": 'Vénissieux'}";90;4,882237;45,704245;1;Scène convetionée dintérêt nationale  le Théâtre de Vénissieux propose une programmation pluridisciplinaire en théâtre, musique, danse et cirque. Il fonctionne au sein de La Machinerie avec Bizarre !, salle de musiques actuelles.;ACCUEIL :  Le Théâtre est ouvert au public du lundi au vendredi de 14h à 18h.  Les jours de représentation, le Théâtre est ouvert en continu de 14 heures jusqu’au début du spectacle en semaine, et une heure avant le début du spectacle le samedi.  Le bar est ouvert une heure avant le spectacle et vous propose boissons et petite restauration.  Nouveau : vous pouvez réserver votre assiette à lavance auprès de la billetterie !;[{'Téléphone': '04 72 90 86 68'}, {'Téléphone': '04 72 90 86 60'}, {'Site web (URL)': 'http://www.theatre-venissieux.fr'}];Toute l'année. Fermetures exceptionnelles les 1er janvier, Lundi de Pâques, Jeudi de l'Ascension, Lundi de Pentecôte, 1er mai, 8 mai, 14 juillet, 15 août, 1er novembre, 11 novembre et 25 décembre.;En soirée : 19 € Plein Tarif- 14 € Tarif Groupe (8 pers.)- 12 € Réduit*- 8 € Tarif -15 ans - 5 € À minima**  En après-midi : 8 € Plein Tarif - 5 € À minima**  En séance scolaire : 8 € Tarif Adulte  Tarifs spéciaux (voir programmation) 20 € Plein Tarif - 17 € Réduit - 13 € Tarif -28 ans  *Tarif réduit : Lycéen•ne•s, apprenti•e•s, étudiant•e•s, parents de famille nombreuse, retraité•e•s, demandeu•r•se•s d’emploi, personnes en situation de handicap, intermittent•e•s du spectacle.   **Bénéficiaires du RSA, de lASS, de lASPA.  LAbo Machinerie : Dès 3 spectacles ou concerts, cest déjà un abonnement !;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/183/4241356.jpg', 'taille': 3843826, 'hauteur': 2368, 'largeur': 3568, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/183/4241356-fiche.jpg'}]
Opéra de Lyon;"{""postalCode"": '69001', ""streetAddress"": 'Place de la Comédie', ""addressLocality"": 'Lyon 1er'}";90;4,837074;45,767762;1;Surmonté de son dôme majestueux, l’ancien Grand Théâtre, réhabilité par Jean Nouvel est un chef d’oeuvre d’architecture ! Un bel écrin offrant une programmation très riche pour cette scène nationale qui compte un orchestre d’opéra et un ballet.;L’Opéra de Lyon, dit parfois l’opéra Nouvel, est une salle d’opéra située près de lhôtel de ville de Lyon, et abritant une salle de représentations affectée principalement à lopéra national de Lyon qui y fait représenter des opéras, ballets et concerts.   Le japonais Kazushi Ono en est le chef dorchestre principal depuis septembre 2008.    Attention : les enfants de moins de 5 ans ne sont pas admis en salle.    Restauration :  1 heure avant le spectacle aux Bars de lAmphiOpéra ou du Grand foyer .    A lentracte :  À lAmphiopéra - Réservez votre table dès maintenant;[{'Téléphone': '04 72 00 45 00'}, {'Téléphone': '04 69 85 54 54'}, {'Mél': 'contact@opera-lyon.com'}, {'Site web (URL)': 'http://www.opera-lyon.com'}, {'Page facebook': 'https://www.facebook.com/operadelyon'}];Du 1er au 21 août, fermeture estivale.;Avec la Lyon City Card : - 15 % sur tous les spectacles (série A, B, C) dans la limite des places disponibles (sauf 31 déc).  Tarif réduit pour les personnes en situation de handicap et leurs accompagnateurs.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/219/203/117723.jpg', 'taille': 125598, 'hauteur': 1150, 'largeur': 769, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/219/203/117723-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/79/31/3088207.jpg', 'taille': 2714528, 'hauteur': 1654, 'largeur': 2471, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/79/31/3088207-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/80/31/3088208.jpg', 'taille': 2478597, 'hauteur': 1654, 'largeur': 2469, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/80/31/3088208-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/81/31/3088209.jpg', 'taille': 706861, 'hauteur': 1366, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/81/31/3088209-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/82/31/3088210.jpg', 'taille': 637990, 'hauteur': 1367, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/82/31/3088210-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/83/31/3088211.jpg', 'taille': 536310, 'hauteur': 1365, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/83/31/3088211-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/31/3088212.jpg', 'taille': 3072259, 'hauteur': 1654, 'largeur': 2490, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/84/31/3088212-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/85/31/3088213.jpg', 'taille': 332329, 'hauteur': 450, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/85/31/3088213-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/86/31/3088214.png', 'taille': 677004, 'hauteur': 448, 'largeur': 796, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/86/31/3088214-fiche.png'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/87/31/3088215.png', 'taille': 1034670, 'hauteur': 450, 'largeur': 801, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/87/31/3088215-fiche.png'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/88/31/3088216.jpg', 'taille': 2462487, 'hauteur': 2200, 'largeur': 3300, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/88/31/3088216-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/89/31/3088217.jpg', 'taille': 2464061, 'hauteur': 1654, 'largeur': 2490, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/89/31/3088217-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/90/31/3088218.png', 'taille': 771778, 'hauteur': 447, 'largeur': 798, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/90/31/3088218-fiche.png'}]
Café-Théâtre Maison Guignol;"{""postalCode"": '69005', ""streetAddress"": '2 montée du Gourguillon', ""addressLocality"": 'Lyon 5ème'}";90;4,825456;45,759481;1;La Maison de Guignol est un véritable théâtre de marionnettes lyonnais, situé dans le quartier de Saint Georges. Guignol et ses amis vous accueillent à bras ouverts, spectacles ouverts au public.;Chanteurs de cabaret, marionnettes ou comédies de Molière : La Maison de Guignol est un café-théâtre qui propose une grande variété de programmes, sans oublier des concerts de chansons françaises et de musique pop.;[{'Téléphone': '04 72 40 26 61'}, {'Mél': 'contact@lamaisondeguignol.fr'}, {'Site web (URL)': 'http://www.lamaisondeguignol.fr'}];Toute l'année. Tous les jours  Ouverture le mardi et mercredi de 9h30 à 17h30. Le jeudi de 9h30 à 21h30. Le vendredi et samedi de 9h30 à 23h30. Le dimanche de 9h30 à 17h30. Fermé le lundi. Fermeture exceptionnelle le 25 décembre. Pendant les vacances scolaires : Mardi/ Mercredi/ Dimanche et Lundi (9h30-19h), Jeudi (9h30-21h30) Vendredi et Samedi (9h30-23h30).;Tarif unique : 18 € Adulte : 18 € (tarif réduit à 12€ pour les spectacles en soirée avec la Lyon City Card) Enfant : à partir de 15 €.   Gratuit pour les moins de 1 ans, les plus de 99 ans.  Tarif groupe à partir de 15 personnes.  Groupe : nous consulter.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/221/12311861.jpg', 'taille': 481774, 'hauteur': 1536, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/221/12311861-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/55/221/12311863.jpg', 'taille': 283804, 'hauteur': 1518, 'largeur': 2276, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/55/221/12311863-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/221/12311865.jpg', 'taille': 115167, 'hauteur': 960, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/221/12311865-fiche.jpg'}]
Traboule La longue traboule;"{""name"": '54 rue Saint Jean', ""postalCode"": '69005', ""streetAddress"": '27 rue du Bœuf', ""addressLocality"": 'Lyon 5ème'}";15;4,826426;45,762206;2;Cette traboule est la plus longue du Vieux Lyon, doù son nom.;Elle traverse 5 cours et 4 immeubles, et est donc appelée La Longue Traboule. En entrant rue du Boeuf, la façade du XVI° siècle est alors visible. Un escalier à vis se trouve dans la première cour. Plusieurs cours senchaînent ensuite, reliées par des couloirs ou passages semi-couverts. Il est à noter que cette traboule est utilisée quotidiennement par les habitants du quartier car elle permet de passer facilement entre les deux rues les plus importantes du Vieux Lyon.;;Ouvert toute l'année, tous les jours, de 7h à 19h (20h l'été);;
Les Lyonnais - Le caveau;"{""postalCode"": '69005', ""streetAddress"": '19 rue de la Bombarde', ""addressLocality"": 'Lyon 5ème'}";90;4,826218;45,761909;1;Situé dans le Vieux-Lyon, le bouchon Les Lyonnais vous emmène découvrir le monde du spectacle de cabaret avec des artistes de café-théâtre.;Au cœur du quartier historique, ce restaurant propose son caveau et sa grande salle voûtée en pierre pour vos rencontres professionnelles. Le restaurant dispose également dune terrasse et la carte est traduite en anglais.   Chez Les Lyonnais, lambiance bouchon est à consommer sans modération !;[{'Téléphone': '04 78 37 64 82'}, {'Téléphone': '04 78 37 64 82.'}, {'Yelp': 'http://www.yelp.com/biz/les-lyonnais-saint-jean-lyon?osq=Les+Lyonnais'}, {'Mél': 'restaurantlyonnais@gmail.com'}, {'Site web (URL)': 'http://www.restaurant-lyonnais.com'}, {'Fax': '04 72 41 09 41'}];Ouvert du mar. au dim. midi de 12h à 15h et de 19h à 23h30. Sam. service continu.    Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/200/75/936904.jpg', 'taille': 375980, 'hauteur': 758, 'largeur': 502, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/200/75/936904-fiche.jpg'}]
Centre Culturel Charlie Chaplin;"{""postalCode"": '69120', ""streetAddress"": 'angle rue Maurice Audin et Promenade Lenine , place de la Nation', ""addressLocality"": 'Vaulx-en-Velin'}";90;4,920429;45,778168;1;Le Centre Chaplin situé à Vaulx en-Velin  propose une saison curieuse et engagée. Un des axes de la programmation est de mettre en synergie lors de temps forts les arts de la scène avec des moments de rencontres, de réflexion, de convivialité...;;[{'Téléphone': '04 72 04 81 18'}, {'Mél': 'accueil@centrecharliechaplin.com'}, {'Site web (URL)': 'http://www.centrecharliechaplin.com'}, {'Page facebook': 'http://www.facebook.com/centrecharliechaplin'}, {'X': 'https://twitter.com/centrechaplin'}];Du 03/09 au 30/06. En général les mardis, vendredis  et samedis à 20h30 le mercredis et jeudis à 19h30 .   attention aux horaires des spectacles  programmés dans le cadre des temps forts.;Théâtre, danse Musiques actuelles : plein 13€, réduit 11€,  spécial 8€,  scolaires 5€  Biennale de la danse et  Boxe Boxe  16€, 13€,11€, 8€  Spectacles Familles et jeunes spectateurs : plein 11€, réduit 8€, scolaires 5€,    Festival A Vaulx Jazz, Juliette : plein 24€, réduit 20€, spécial 16€, scolaires 10€  Soirée Musiques Actuelles A Vaulx Jazz : plein 13€, réduit 11€, scolaires 8€    Abonnement :   - A 4 spectacles au choix normal 40€  - spectacle supplémentaire 10€ - klaxon en + 14€   - B 4 spectacles au choix spécial 28€  - spectacle supplémentaire 7€ - klaxon +14e  - C 4 spectacles au choix  Scolaires ou Carte MRA 16€  - spectacle supplémentaire 4€ - Cirque Klaxon +10  - Grand Abonnement 10 spectacles au choix  Toutes Catégories 70€  - spectacle supplémentaire 7€ - Cirque klaxon +14€;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/18/1381074.jpg', 'taille': 486961, 'hauteur': 1000, 'largeur': 1765, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/18/1381074-fiche.jpg'}]
Théâtre National Populaire (TNP);"{""postalCode"": '69100', ""streetAddress"": '8 place Lazare-Goujon', ""addressLocality"": 'Villeurbanne'}";90;4,879638;45,765726;1;Entrez dans un théâtre de création placé sous le signe de la transmission et de l’éducation. Un théâtre poétique profondément ancré dans son territoire.;Fondé en 1920, à Paris, par Firmin Gémier le Théâtre National Populaire a été dirigé de 1951 à 1963 par Jean Vilar qui écrivit, au Palais de Chaillot à Paris, les pages les plus glorieuses et civiques du théâtre public français. Son célèbre logo a été dessiné par Jacno.    En 1972, le nom et l’emblème du TNP sont transférés au Théâtre de la Cité, à Villeurbanne. La direction est confiée à Patrice Chéreau, Robert Gilbert et Roger Planchon. De 1986 à 1996, Georges Lavaudant partage la direction artistique avec Roger Planchon. En janvier 2002, Christian Schiaretti devient directeur du Théâtre National Populaire.    Le TNP, doté de trois salles de spectacles et de quatre salles de répétitions, se hisse parmi les scènes les importantes d’Europe Aujourd’hui, au cœur de Villeurbanne, le Théâtre National Populaire, prestigieuse institution dans l’histoire du théâtre et de la décentralisation culturelle, a pour mission d’intérêt public la production et l’accueil de spectacles d’une haute exigence artistique. Dans un souci de démocratisation culturelle, son équipe travaille à en faciliter l’accès à un vaste public.    Reconnu comme l’un des principaux carrefours européens de la vitalité théâtrale, sa programmation mêle pièces du répertoire et créations innovantes, spectacles créés en France mais aussi en Europe, et dans le monde.;[{'Téléphone': '04 78 03 30 30'}, {'Téléphone': '04 78 03 30 00'}, {'Mél': 'contact@tnp-villeurbanne.com'}, {'Site web (URL)': 'http://www.tnp-villeurbanne.com'}, {'Page facebook': 'http://www.facebook.com/theatrenationalpopulaire'}, {'X': 'http://twitter.com/TNP_theatre'}];Billetterie ouverte du mar. au ven. de 13h30 à 19h, sam. de 14h30 à 19h. Fermé les jours fériés.  Annulé ou fermé en raison du Covid-19.;Adulte : 25 €  Enfant : 14 € (et jeunes <26 ans et étudiants).  Groupe adultes : 19 € (A partir de 8 personnes aux mêmes spectacles et aux mêmes dates.)  Groupe enfants : 12 € (A partir de 8 personnes aux mêmes spectacles et aux mêmes dates. <30 ans, étudiants, demandeurs d’emploi, bénéficiaires de la CMU, personnes non-imposables, RSA, AAH.)  Tarifs particuliers pour les familles : se renseigner en billetterie.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/5/232/1697797.jpg', 'taille': 2573348, 'hauteur': 1575, 'largeur': 2362, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/5/232/1697797-fiche.jpg'}]
Place de la Basoche;"{""postalCode"": '69005', ""streetAddress"": 'Rue de la Bombarde', ""addressLocality"": 'Lyon 5ème'}";15;4,826824;45,761997;2;Les immeubles présents ici ont été détruits dans les années 60 lors dopérations dassainissement du quartier. Vue sur les galeries du XVIème siècle de lancienne auberge de la Croix dOr, actuel Musée Miniature et Cinéma.;Cet ensemble est également appelé la Maison des avocats car il a été racheté en 1979 par lordre des avocats qui a procédé à sa restauration.;;Ouvert toute l'année, tous les jours, de 7h à 19h (20h l'été);;
Le Rize - Centre Mémoires et Société;"{""postalCode"": '69100', ""streetAddress"": '23-25 rue Valentin Haüy', ""addressLocality"": 'Villeurbanne'}";60;4,882644;45,759603;6;Le Rize est un espace de culture et déchange qui regroupe une médiathèque, les archives municipales, un pôle de recherche et des espaces culturels et pédagogiques. Il propose une programmation culturelle et pédagogique gratuite variée, ouverte à tous.;Le Rize est un espace culturel original qui a pour mission de rassembler les Villeurbannais autour de leurs cultures et de favoriser le partage de leurs mémoires. Il a pour vocation de transmettre un récit partagé de Villeurbanne, construit à plusieurs voix à partir des archives, des mémoires des habitants et des travaux des chercheurs associés.  Comme une passerelle entre le passé et le présent, entre le local et luniversel, le Rize aide à mieux comprendre la ville daujourdhui et à imaginer celle de demain.  Les activités pédagogiques et culturelles proposées par le Rize sont très diversifiées et ouvertes à tous ceux qui souhaitent comprendre, partager et vivre leur ville.     Il réunit une médiathèque, les archives municipales et des espaces culturels et pédagogiques pour proposer expositions, ateliers, lectures, spectacles, cinéma…  Le café du Rize, lieu convivial de rencontres, détente et pique-nique est ouvert à tous et propose la presse quotidienne et hebdomadaire en libre service.  Le Café cousu s’y installe au fil de la programmation pour régaler les gourmands de ses spécialités Bio.    Lensemble de léquipement est doté du Wifi.     Situé dans un bâtiment réhabilité du début du XX° s de type industriel, ancien dépôt darchives du Crédit Lyonnais, Le Rize est un espace culturel de 2 660 m² comprenant :   - la médiathèque de 650 m² (35 000 documents dont 2500 DVD, 4000 BD, 8 postes internet, Wifi...)  - les archives municipales de Villeurbanne : avec 65 m² dédiés à laccueil du public, et 474 m² pour les magasins et le personnel  - un pôle détudes et de recherches destiné à accueillir des chercheurs (historiens, universitaires) sur 100 m²  - le bar et son patio (70 m²)  - les ateliers dactions pédagogiques sur 120 m²  - la galerie et lamphithéâtre : une salle dexposition de 200 m² et une salle de conférence / projection / spectacle de 160 places (modulable en espace dexposition de 300 m²).;[{'Téléphone': '04 37 57 17 17'}, {'Téléphone': '04 37 57 17 19'}, {'Mél': 'lerize@mairie-villeurbanne.fr'}, {'Site web (URL)': 'http://lerize.villeurbanne.fr'}];Toute l'année du mar. au sam. de 12h à 19h, sauf le jeudi de 17h à 21h .   Fermé dim., lun. et jours fériés.    Horaires des archives municipales : du mar. au sam. de 14h à 18h et le jeu. de 17h à 21h    Fermeture annuelle du 26 décembre à 17h au lundi 2 janvier inclus.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/249/78/20217.jpg', 'taille': 119525, 'hauteur': 766, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/249/78/20217-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/250/78/20218.jpg', 'taille': 103635, 'hauteur': 766, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/250/78/20218-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/251/78/20219.jpg', 'taille': 108100, 'hauteur': 766, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/251/78/20219-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/252/78/20220.jpg', 'taille': 97420, 'hauteur': 766, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/252/78/20220-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/253/78/20221.jpg', 'taille': 76684, 'hauteur': 784, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/253/78/20221-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/254/78/20222.jpg', 'taille': 77673, 'hauteur': 765, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/254/78/20222-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/255/78/20223.jpg', 'taille': 151586, 'hauteur': 766, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/255/78/20223-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/0/79/20224.jpg', 'taille': 67298, 'hauteur': 765, 'largeur': 1150, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/0/79/20224-fiche.jpg'}]
La Cité des Halles;"{""postalCode"": '69007', ""streetAddress"": '124 avenue Jean Jaurès', ""addressLocality"": 'Lyon 7ème'}";90;4,837636;45,738402;1;Friche culturelle, la Cité des Halles promeut lécosystème culturel local. Vous trouverez un terrain de jeu inédit avec une programmation éclectique au sein d’une immense friche industrielle.;Cette année, la Cité des Halles propose un tout nouvel aménagement des espaces avec :     - Une forêt urbaine   - Des espaces consacrés aux sports tels que ping-pong, basket, danse et pétanque  - Une zone de jeux pour les enfants   - Une rue du commerce avec des chalets réservés à la mise en avant du savoir-faire des artistes résidents   - Une friperie   - Le Bière Jardin  - Une grande offre culinaire (Tonton Burger, Tata Pizza, glaces, ...)    Un site de 7000 m² comportant plus de 300 évènements culturels par an, ouvert au public du mercredi au dimanche.;[{'Mél': 'communication.lacitedeshalles@gmail.com'}, {'Site web (URL)': 'https://www.lacitedeshalles.com/'}, {'Page facebook': 'https://www.facebook.com/lacitedeshalles'}];Toute l'année  Ouverture le mercredi, jeudi et vendredi de 16h à 1h. Le samedi de 14h à 1h. Le dimanche de 14h à 22h.;Adhésion gratuite obligatoire.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/202/64/18170058.jpg', 'taille': 809507, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/202/64/18170058-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/203/64/18170059.jpg', 'taille': 682338, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/203/64/18170059-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/64/18170060.jpg', 'taille': 752588, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/204/64/18170060-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/205/64/18170061.jpg', 'taille': 653582, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/205/64/18170061-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/64/18170062.jpg', 'taille': 455615, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/64/18170062-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/207/64/18170063.jpg', 'taille': 765105, 'hauteur': 2048, 'largeur': 1362, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/207/64/18170063-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/64/18170064.jpg', 'taille': 512222, 'hauteur': 2002, 'largeur': 1332, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/64/18170064-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/209/64/18170065.jpg', 'taille': 655857, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/209/64/18170065-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/64/18170066.jpg', 'taille': 1371852, 'hauteur': 1223, 'largeur': 3424, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/210/64/18170066-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/211/64/18170067.jpg', 'taille': 613268, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/211/64/18170067-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/212/64/18170068.jpg', 'taille': 573964, 'hauteur': 1362, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/212/64/18170068-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/64/18170069.jpg', 'taille': 952989, 'hauteur': 1440, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/213/64/18170069-fiche.jpg'}]
